Douglas McClelland,Senator,,,0,New South Wales,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Doug_McClelland,
Duncan Kerr,Representative,,Denison,221,Tasmania,Australian Labor Party,"","",0,26/2/1952,M,Life Gold Pass Holder,Duncan_Kerr,RH4
Ed Husic,Representative,Current,Chifley,126,New South Wales,Australian Labor Party,"Shadow Minister for the Digital Economy|Shadow Minister for Human Services","Other Shadow Ministers ($41,420.00)",248520,3/2/1970,M,,Ed_Husic,91219
Eileen Roberton,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Elaine Edwards,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Elizabeth Armitage,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Elizabeth Osborne,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Emma Husar,Representative,Current,Lindsay,339,New South Wales,Australian Labor Party,"","",207100,20/4/1980,F,,Emma_Husar,263328
Emma McBride,Representative,Current,Dobell,787,New South Wales,Australian Labor Party,"","",207100,27/4/1975,F,,Emma_McBride,248353
Eric Abetz,Senator,Current,,0,Tasmania,Liberal Party of Australia,"Chair of Foreign Affairs, Defence and Trade Legislation Committee|Deputy Chair of Foreign Affairs, Defence and Trade References Committee","Chair of a Senate Legislative and General Purpose Standing Committee ($22,781.00)",229881,25/1/1958,M,,Eric_Abetz,N26
Eric Hutchinson,Representative,,Lyons,32910,Tasmania,Liberal Party of Australia,"","",0,19/6/1965,M,Post Retirement Traveller,Eric_Hutchinson,212585
Ewen Jones,Representative,,Herbert,946,Queensland,Liberal Party of Australia,"","",0,7/3/1960,M,Post Retirement Traveller,Ewen_Jones,96430
Fiona Nash,Senator,,,0,New South Wales,The Nationals,"Deputy Leader of The Nationals|Minister for Regional Development|Minister for Regional Development, Territories and Local Government|Minister for Local Government and Territories","",0,6/5/1965,F,,Fiona_Nash,e5g
Fiona Scott,Representative,,Lindsay,339,New South Wales,Liberal Party of Australia,"","",0,1/3/1977,F,Post Retirement Traveller,Fiona_Scott,165476
Fran Bailey,Representative,,McEwen,10675,Victoria,Liberal Party of Australia,"","",0,21/5/1946,F,Life Gold Pass Holder,Fran_Bailey,JT4
Fraser Anning,Senator,Current,,0,Queensland,Katter's Australian Party,"","",207100,14/10/1949,M,,Fraser_Anning,273829
Frederick Chaney,Representative,,Pearce,0,Western Australia,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Fred_Chaney,
Gai Brodtmann,Representative,Current,Canberra,312,Australian Capital Territory,Australian Labor Party,"Deputy Chair of Joint Standing Committee on the National Capital and External Territories|Shadow Assistant Minister for Cyber Security and Defence","Deputy Chair of a Joint Statutory Committee or Joint Standing Committee, Not Otherwise Specified ($11,390.00)",218490,24/11/1963,F,,Gai_Brodtmann,30540
Gareth Evans,Representative,,,106,Victoria,Australian Labor Party,"","",0,5/9/1944,M,Life Gold Pass Holder,Gareth_Evans_(politician),VD4
Gary Gray,Representative,,Brand,411,Western Australia,Australian Labor Party,"","",0,30/4/1958,M,Post Retirement Traveller,Gary_Gray_(Australian_politician),8W5
Gary Hardgrave,Representative,,Moreton,101,Queensland,Liberal Party of Australia,"","",0,5/1/1960,M,Life Gold Pass Holder,Gary_Hardgrave,CK6
Gary Humphries,Senator,,,0,Australian Capital Territory,Liberal Party of Australia,"","",0,6/7/1958,M,Severance and Post Retirement Traveller,Gary_Humphries,KO6
Gary Nairn,Representative,,Eden-Monaro,30946,New South Wales,Liberal Party of Australia,"","",0,3/1/1951,M,Severance Traveller,Gary_Nairn,OK6
Gavan O'Connor,Representative,,Corio,815,Victoria,Australian Labor Party,"","",0,2/12/1947,M,Severance Traveller,Gavan_O'Connor,WU5
Gavin Marshall,Senator,Current,,0,Victoria,Australian Labor Party,"Chair of Education and Employment References Committee|Deputy Chair of Education and Employment Legislation Committee|Deputy Chair of Standing Committee on Publications|Deputy Chair of Standing Committee on Senate Regulations and Ordinances","Chair of a Senate Legislative and General Purpose Standing Committee ($22,781.00)",229881,25/3/1960,M,,Gavin_Marshall,00AOP
Ged Kearney,Representative,Current,Batman,66,Victoria,Australian Labor Party,"Deputy Chair of Select Committee on Intergenerational Welfare Dependence","Deputy Chair of a Joint Select Committee or Select Committee in the Senate or the House of Representatives ($11,390.00)",218490,29/10/1963,F,,Ged_Kearney,LTU
Geoff Lyons,Representative,,Bass,7378,Tasmania,Australian Labor Party,"","",0,29/4/1953,M,Severance and Post Retirement Traveller,Geoff_Lyons,M38
Geoffrey Prosser,Representative,,Forrest,21143,Western Australia,Liberal Party of Australia,"","",0,6/11/1948,M,Life Gold Pass Holder,Geoff_Prosser,RI4
George Brandis,Senator,,,0,Queensland,Liberal Party of Australia,"","",0,22/6/1957,M,,George_Brandis,008W7
George Campbell,Senator,,,0,New South Wales,Australian Labor Party,"","",0,18/2/1943,M,Severance and Post-Retirement Traveller,George_Campbell_(Australian_politician),NB5
George Christensen,Representative,Current,Dawson,14630,Queensland,The Nationals,"Chair of Joint Committee on Publications|Chair of Publications Committee","Chair of a Joint Statutory Committee or Joint Standing Committee, Not Otherwise Specified ($22,781.00)",229881,30/6/1978,M,,George_Christensen_(politician),230485
Gerard Hand,Representative,,Melbourne,0,Victoria,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Gerry_Hand,
Glenn Lazarus,Senator,,,0,Queensland,Glenn Lazarus Team,"","",0,11/12/1965,M,Post Retirement Traveller,Glenn_Lazarus,108616
Glenn Sterle,Senator,Current,,0,Western Australia,Australian Labor Party,"Chair of Rural and Regional Affairs and Transport References Committee|Deputy Chair of Rural and Regional Affairs and Transport Legislation Committee|Shadow Assistant Minister for Road Safety","Chair of a Senate Legislative and General Purpose Standing Committee ($22,781.00)",229881,3/1/1960,M,,Glenn_Sterle,e68
Gordon Bilney,Representative,,Kingston,0,South Australia,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Gordon_Bilney,
Gordon Scholes,Representative,,Corio,0,Victoria,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Gordon_Scholes,
Gough Whitlam,Representative,,Werriwa,0,New South Wales,Australian Labor Party,"","",0,,,Former Prime Minister,Gough_Whitlam,
Graeme Campbell,Representative,,Kalgoorlie,0,Western Australia,Independent,"","",0,,,Life Gold Pass Holder,Graeme_Campbell_(politician),
Graham Perrett,Representative,Current,Moreton,109,Queensland,Australian Labor Party,"Opposition Whip|Deputy Chair of Parliamentary Joint Committee on Human Rights","Whip in the House of Representatives of An Opposition Party With More Than 10 Members in the House ($24,852.00)",231952,5/1/1966,M,,Graham_Perrett,HVP
Graham Richardson,Senator,,,0,New South Wales,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Graham_Richardson,
Grant Chapman,Senator,,,0,South Australia,Liberal Party of Australia,"","",0,27/4/1949,M,Life Gold Pass Holder,Grant_Chapman,FF4
Greg Combet,Representative,,Charlton,688,New South Wales,Australian Labor Party,"","",0,28/4/1958,M,Severance and Post Retirement Traveller,Greg_Combet,YW6
Greg Hunt,Representative,Current,Flinders,871,Victoria,Liberal Party of Australia,"Minister for Health","Other Ministers in Cabinet ($150,148.00)",357248,18/11/1965,M,,Greg_Hunt,00AMV
Guy Barnett,Senator,,Lyons,0,Tasmania,Liberal Party of Australia,"","",0,5/4/1962,M,Severance and Post Retirement Traveller,Guy_Barnett_(Australian_politician),00AUF
Harold Edwards,Representative,,Berowra,0,New South Wales,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Harry_Edwards_(Australian_politician),
Harry Jenkins,Representative,,Scullin,101,Victoria,Australian Labor Party,"","",0,18/8/1952,M,Life Gold Pass Holder,Harry_Jenkins,HH4
Harry Quick,Representative,,Franklin,7933,Tasmania,Independent,"","",0,28/6/1941,M,Severance Traveller,Harry_Quick,AV5
Helen Coonan,Senator,,,0,New South Wales,Liberal Party of Australia,"","",0,29/10/1947,F,Life Gold Pass Holder,Helen_Coonan,2M6
Helen Kroger,Senator,,,0,Victoria,Liberal Party of Australia,"","",0,11/3/1959,F,Severance and Post Retirement Traveller,Helen_Kroger,G1N
Helen Polley,Senator,Current,,0,Tasmania,Australian Labor Party,"Chair of Standing Committee for the Scrutiny of Bills|Shadow Assistant Minister to the Leader (Tasmania|Shadow Assistant Minister for Ageing","Chair of the Senate Standing Committee For the Scrutiny of Bills ($22,781.00)",229881,9/2/1957,F,,Helen_Polley,e5x
Ian Campbell,Senator,,,0,Western Australia,Liberal Party of Australia,"","",0,22/5/1959,M,Life Gold Pass Holder,Ian_Campbell_(Australian_politician),H15
Ian Causley,Representative,,Page,16682,New South Wales,The Nationals,"","",0,19/10/1940,M,Severance Traveller,Ian_Causley,4K6
Ian Goodenough,Representative,Current,Moore,90,Western Australia,Liberal Party of Australia,"Chair of Parliamentary Joint Committee on Human Rights","Chair of a Joint Statutory Committee or Joint Standing Committee, Not Otherwise Specified ($22,781.00)",229881,3/7/1975,M,,Ian_Goodenough,74046
Ian Macdonald,Senator,Current,,0,Queensland,Liberal Party of Australia,"Chair of Joint Standing Committee on Foreign Affairs, Defence and Trade|Chair of Legal and Constitutional Affairs Legislation Committee|Deputy Chair of Legal and Constitutional Affairs References Committee|Deputy Chair of Standing Committee of Privileges","Chair of the Joint Standing Committee on Foreign Affairs, Defence and Trade ($33,136.00)",240236,29/11/1945,M,,Ian_Macdonald_(Australian_politician),YW4
Ian Macfarlane,Representative,,Groom,5594,Queensland,Liberal Party of Australia,"","",0,5/4/1955,M,Life Gold Pass Holder,Ian_Macfarlane_(Australian_politician),WN6
Ian Macphee,Representative,,Goldstein,0,Victoria,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Ian_Macphee,
Ian Robinson,Representative,,Page,0,New South Wales,The Nationals,"","",0,,,Life Gold Pass Holder,Ian_Robinson_(Australian_politician),
Ian Sinclair,Representative,,New England,0,New South Wales,The Nationals,"","",0,,,Life Gold Pass Holder,Ian_Sinclair,
Ian Viner,Representative,,Stirling,0,Western Australia,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Ian_Viner,
Ian Wilson,Representative,,Sturt,0,South Australia,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Ian_Wilson_(politician),
Isabel Durack,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Jacinta Collins,Senator,Current,,0,Victoria,Australian Labor Party,"Manager of Opposition Business in the Senate|Chair of Standing Committee of Privileges|Shadow Cabinet Secretary|Shadow Assistant Minister for Citizenship and Multicultural Australia","Chair of the Senate Standing Committee of Privileges ($22,781.00)",229881,4/9/1962,F,,Jacinta_Collins,GB6
Jackie Clark,,,,0,,,"","",0,,,Severance Traveller,,
Jacqui Lambie,Senator,,,0,Tasmania,Jacqui Lambie Network,"","",0,26/2/1971,F,,Jacqui_Lambie,250026
James Bidgood,Representative,,Dawson,18052,Queensland,Australian Labor Party,"","",0,26/5/1959,M,Severance Traveller,James_Bidgood_(politician),HVM
James McGrath,Senator,Current,,0,Queensland,Liberal Party of Australia,"Chair of Joint Standing Committee on Electoral Matters","Chair of the Joint Standing Committee on Electoral Matters ($33,136.00)",240236,14/5/1974,M,,James_McGrath_(Australian_politician),217241
James Paterson,Senator,Current,,0,Victoria,Liberal Party of Australia,"Chair of Finance and Public Administration Legislation Committee|Deputy Chair of Finance and Public Administration References Committee","Chair of a Senate Legislative and General Purpose Standing Committee ($22,781.00)",229881,21/11/1987,M,,James_Paterson_(Australian_politician),144138
James Webster,Senator,,,0,Victoria,The Nationals,"","",0,,,Life Gold Pass Holder,James_Webster_(Australian_politician),
Jamie Briggs,Representative,,Mayo,9315,South Australia,Liberal Party of Australia,"","",0,9/6/1977,M,Post Retirement Traveller,Jamie_Briggs,IYU
Jan McLucas,Senator,,,0,Queensland,Australian Labor Party,"","",0,27/3/1958,F,Post Retirement Traveller,Jan_McLucas,84L
Jane Hume,Senator,Current,,0,Victoria,Liberal Party of Australia,"Deputy Government Whip in the Senate|Chair of Economics Legislation Committee|Deputy Chair of Economics References Committee","Chair of a Senate Legislative and General Purpose Standing Committee ($22,781.00)",229881,30/4/1971,F,,Jane_Hume,266499
Jane Prentice,Representative,Current,Ryan,370,Queensland,Liberal Party of Australia,"Chair of Joint Standing Committee on the National Broadband Network","Chair of a Joint Statutory Committee or Joint Standing Committee, Not Otherwise Specified ($22,781.00)",229881,22/6/1953,F,,Jane_Prentice,217266
Janelle Saffin,Representative,,Page,16143,New South Wales,Australian Labor Party,"","",0,1/11/1954,F,Severance and Post Retirement Traveller,Janelle_Saffin,HVY
Janet Rice,Senator,Current,,0,Victoria,Australian Greens,"Chair of Environment and Communications References Committee|Deputy Chair of Environment and Communications Legislation Committee","Chair of a Senate Legislative and General Purpose Standing Committee ($22,781.00)",229881,18/11/1960,F,,Janet_Rice,155410
Jason Clare,Representative,Current,Blaxland,61,New South Wales,Australian Labor Party,"Shadow Minister for Resources and Northern Australia|Shadow Minister for Trade and Investment","Shadow Cabinet Ministers ($51,775.00)",258875,22/3/1972,M,,Jason_Clare,HWL
Jason Falinski,Representative,Current,Mackellar,233,New South Wales,Liberal Party of Australia,"Chair of Standing Committee on Tax and Revenue","Chair of a House of Representatives General Purpose Standing Committee ($22,781.00)",229881,24/8/1970,M,,Jason_Falinski,G86
Jason Wood,Representative,Current,La Trobe,748,Victoria,Liberal Party of Australia,"Chair of Joint Standing Committee on Migration","Chair of a Joint Statutory Committee or Joint Standing Committee, Not Otherwise Specified ($22,781.00)",229881,24/5/1968,M,Severance Traveller,Jason_Wood_(politician),E0F
Jean Page,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Former Prime Minister,,
Jeannette McHugh,Representative,,Grayndler,0,New South Wales,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Jeannette_McHugh,
Jennie George,Representative,,Throsby,485,New South Wales,Australian Labor Party,"","",0,20/8/1947,F,Severance and Post-Retirement Traveller,Jennie_George,JH5
Jenny Macklin,Representative,Current,Jagajaga,104,Victoria,Australian Labor Party,"","",207100,29/12/1953,F,,Jenny_Macklin,PG6
Jenny McAllister,Senator,Current,,0,New South Wales,Australian Labor Party,"Deputy Opposition Whip in the Senate|Chair of Finance and Public Administration References Committee|Deputy Chair of Finance and Public Administration Legislation Committee|Shadow Assistant Minister for Families and Communities","Chair of a Senate Legislative and General Purpose Standing Committee ($22,781.00)",229881,4/7/1973,F,,Jenny_McAllister,121628
Jill Barnard,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Jill Hall,Representative,,Shortland,205,New South Wales,Australian Labor Party,"Opposition Whip","",0,16/11/1949,F,Post Retirement Traveller,Jill_Hall,83N
Jim Chalmers,Representative,Current,Rankin,131,Queensland,Australian Labor Party,"Shadow Minister for Finance","Shadow Cabinet Ministers ($51,775.00)",258875,2/3/1978,M,,Jim_Chalmers_(Queensland_politician),37998
Jim Lloyd,Representative,,Robertson,785,New South Wales,Liberal Party of Australia,"","",0,17/7/1954,M,Severance Traveller,Jim_Lloyd,IK6
Jim Molan,Senator,Current,,0,New South Wales,Liberal Party of Australia,"Deputy Chair of Select Committee on Stillbirth Research and Education","Deputy Chair of a Joint Select Committee or Select Committee in the Senate or the House of Representatives ($11,390.00)",218490,11/4/1950,M,,Jim_Molan,FAB
Jim Turnour,Representative,,Leichhardt,150366,Queensland,Australian Labor Party,"","",0,7/4/1966,M,Severance Traveller,Jim_Turnour,HVV
Joanna Gash,Representative,,Gilmore,4878,New South Wales,Liberal Party of Australia,"","",0,21/7/1944,F,Severance and Post Retirement Traveller,Joanna_Gash,AK6
Joanna Lindgren,Senator,,,0,Queensland,Liberal Party of Australia,"","",0,5/11/1969,F,Post Retirement Traveller,Joanna_Lindgren,258337
Joanne Ryan,Representative,Current,Lalor,493,Victoria,Australian Labor Party,"Opposition Whip","Whip in the House of Representatives of An Opposition Party With More Than 10 Members in the House ($24,852.00)",231952,29/7/1961,F,,Joanne_Ryan_(politician),249224
Jocelyn Newman,Senator,,,0,Tasmania,Liberal Party of Australia,"","",0,8/7/1937,F,Life Gold Pass Holder,Jocelyn_Newman,BE4
Jodie Campbell,Representative,,Bass,7343,Tasmania,Australian Labor Party,"","",0,18/1/1972,F,Severance Traveller,Jodie_Campbell,HWC
Joe Bullock,Senator,,,0,Western Australia,Australian Labor Party,"","",0,13/4/1955,M,Post Retirement Traveller,Joe_Bullock,243327
Joe Hockey,Representative,,North Sydney,48,New South Wales,Liberal Party of Australia,"","",0,2/8/1965,M,Life Gold Pass Holder,Joe_Hockey,DK6
Joe Ludwig,Senator,,,0,Queeensland,Australian Labor Party,"","",0,21/7/1959,M,Life Gold Pass Holder,Joe_Ludwig,84N
Joel Fitzgibbon,Representative,Current,Hunter,10640,New South Wales,Australian Labor Party,"Shadow Minister for Agriculture, Fisheries and Forestry|Shadow Minister for Rural and Regional Australia","Shadow Cabinet Ministers ($51,775.00)",258875,16/1/1962,M,,Joel_Fitzgibbon,8K6
John Alexander,Representative,Current,Bennelong,60,New South Wales,Liberal Party of Australia,"Chair of Standing Committee on Infrastructure, Transport and Cities","Chair of a House of Representatives General Purpose Standing Committee ($22,781.00)",229881,4/7/1951,M,,John_Alexander_(Australian_politician),M3M
John Anderson,Representative,,Gwyder,185604,New South Wales,The Nationals,"","",0,14/11/1956,M,Life Gold Pass Holder,John_Anderson_(Australian_politician),4K4
John Brown,Representative,,Parramatta,0,New South Wales,Australian Labor Party,"","",0,,,Life Gold Pass Holder,John_Brown_(Australian_politician),
John Carrick,Senator,,,0,New South Wales,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,John_Carrick_(Australian_politician),
John Coates,Senator,,,0,Tasmania,Australian Labor Party,"","",0,,,Life Gold Pass Holder,John_Coates_(Australian_politician),
John Cobb,Representative,,Calare,30526,New South Wales,The Nationals,"","",0,11/2/1950,M,Post Retirement Traveller,John_Cobb_(Australian_politician),00AN1
John Dawkins,Representative,,Tangney,0,Western Australia,Australian Labor Party,"","",0,,,Life Gold Pass Holder,John_Dawkins,
John Faulkner,Senator,,,0,New South Wales,Australian Labor Party,"","",0,12/4/1954,M,Life Gold Pass Holder,John_Faulkner,5K4
John Forrest,Representative,,Mallee,70694,Victoria,The Nationals,"","",0,24/8/1949,M,Life Gold Pass Holder,John_Forrest_(Victorian_politician),NV5
John Herron,Senator,,,0,Queensland,Liberal Party of Australia,"","",0,4/9/1932,M,Life Gold Pass Holder,John_Herron_(Australian_politician),VW4
John Hogg,Senator,,,0,Queensland,Australian Labor Party,"","",0,19/3/1949,M,Life Gold Pass Holder,John_Hogg,7L6
John Howard,Representative,,Bennelong,55,New South Wales,Liberal Party of Australia,"","",0,26/7/1939,M,Former Prime Minister,John_Howard,ZD4
John Kerin,Representative,,Werriwa,0,New South Wales,Australian Labor Party,"","",0,,,Life Gold Pass Holder,John_Kerin,
John Madigan,Senator,,,0,Victoria,Independent,"","",0,21/7/1966,M,Post Retirement Traveller,John_Madigan_(Australian_politician),217571
John McVeigh,Representative,Current,Groom,5586,Queensland,Liberal Party of Australia,"Chair of Parliamentary Standing Committee on Public Works","Chair of the Joint Statutory Committee on Public Works ($33,136.00)",240236,13/5/1965,M,,John_McVeigh_(politician),125865
John Moore,Representative,,Ryan,238,Queensland,Liberal Party of Australia,"","",0,16/11/1936,M,Life Gold Pass Holder,John_Moore_(Australian_politician),EI4
John Murphy,Representative,,Reid,66,New South Wales,Australian Labor Party,"","",0,31/5/1950,M,Severance and Post Retirement Traveller,John_Murphy_(Australian_politician),83D
John Watson,Senator,,,0,Tasmania,Liberal Party of Australia,"","",0,25/1/1937,M,Life Gold Pass Holder,John_Watson_(Australian_politician),VJ4
John Williams,Senator,Current,,0,New South Wales,The Nationals,"Nationals Whip in the Senate|Chair of Standing Committee on Senate Regulations and Ordinances|Deputy Chair of Standing Committee for the Scrutiny of Bills","Chair of the Senate Standing Committee on Regulations and Ordinances ($22,781.00)",229881,16/1/1955,M,,John_Williams,I0V
Jon Sullivan,Representative,,Longman,477,Queensland,Australian Labor Party,"","",0,10/11/1950,M,Severance Traveller,Jon_Sullivan,HVS
Jonathon Duniam,Senator,Current,,0,Tasmania,Liberal Party of Australia,"Chair of Environment and Communications Legislation Committee|Deputy Chair of Environment and Communications References Committee","Chair of a Senate Legislative and General Purpose Standing Committee ($22,781.00)",229881,31/12/1982,M,,Jonathon_Duniam,263418
Jordon Steele-John,Senator,Current,,0,Western Australia,Australian Greens,"","",207100,14/10/1994,M,,Jordon_Steele-John,250156
Josh Frydenberg,Representative,Current,Kooyong,55,Victoria,Liberal Party of Australia,"Treasurer","Treasurer ($181,212.00)",388312,17/7/1971,M,,Josh_Frydenberg,FKL
Josh Wilson,Representative,,Fremantle,196,Western Australia,Australian Labor Party,"","",0,5/6/1972,M,,Josh_Wilson_(politician),265970
Judi Moylan,Representative,,Pearce,14401,Western Australia,Liberal Party of Australia,"","",0,24/2/1944,F,Life Gold Pass Holder,Judi_Moylan,4V5
Judith Adams,Senator,,,0,Western Australia,Liberal Party of Australia,"","",0,11/4/1943,F,,Judith_Adams,e4q
Judith Troeth,Senator,,,0,Victoria,Liberal Party of Australia,"","",0,3/8/1940,F,Severance and Post Retirement Traveller,Judith_Troeth,gx5
Judy Holding,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Julia Banks,Representative,Current,Chisholm,65,Victoria,Liberal Party of Australia,"Chair of Standing Committee on Social Policy and Legal Affairs","Chair of a House of Representatives General Purpose Standing Committee ($22,781.00)",229881,18/9/1962,F,,Julia_Banks,18661
Julia Gillard,Representative,,Lalor,991,Victoria,Australian Labor Party,"","",0,29/9/1961,F,Former Prime Minister,Julia_Gillard,83L
Julia Irwin,Representative,,Fowler,247,New South Wales,Australian Labor Party,"","",0,8/11/1951,F,Severance and Post-Retirement Traveller,Julia_Irwin,83Z
Julian Hill,Representative,Current,Bruce,95,Victoria,Australian Labor Party,"Deputy Chair of Joint Committee of Public Accounts and Audit","Deputy Chair of the Joint Statutory Committee on Public Accounts and Audit ($16,568.00)",223668,4/6/1973,M,,Julian_Hill,86256
Julian Leeser,Representative,Current,Berowra,786,New South Wales,Liberal Party of Australia,"Chair of Joint Select Committee on Constitutional Recognition relating to Aboriginal and Torres Strait Islander Peoples","Chair of a Joint Select Committee or Select Committee in the Senate or the House of Representatives ($22,781.00)",229881,25/5/1976,M,,Julian_Leeser,109556
Julian McGauran,Senator,,,0,Victoria,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Julian_McGauran,
Julie Bishop,Representative,Current,Curtin,98,Western Australia,Liberal Party of Australia,"","",207100,17/7/1956,F,,Julie_Bishop,83P
Julie Collins,Representative,Current,Franklin,10009,Tasmania,Australian Labor Party,"Shadow Minister for Ageing and Mental Health","Shadow Cabinet Ministers ($51,775.00)",258875,3/7/1971,F,,Julie_Collins,HWM
Julie Owens,Representative,Current,Parramatta,57,New South Wales,Australian Labor Party,"Deputy Chair of Standing Committee on Appropriations and Administration|Deputy Chair of Standing Committee on Tax and Revenue|Shadow Assistant Minister for Small Business|Shadow Assistant Minister for Citizenship and Multicultural Australia","Deputy Chair of a House of Representatives General Purpose Standing Committee ($11,390.00)",218490,17/10/1958,F,,Julie_Owens,E09
Justine Elliot,Representative,Current,Richmond,2148,New South Wales,Australian Labor Party,"Deputy Chair of Standing Committee on Petitions","Deputy Chair of a House of Representatives General Purpose Standing Committee ($11,390.00)",218490,29/7/1967,F,,Justine_Elliot,DZW
Justine Keay,Representative,,Braddon,20826,Tasmania,Australian Labor Party,"","",0,18/3/1975,F,,Justine_Keay,262273
Karen Andrews,Representative,Current,McPherson,229,Queensland,Liberal Party of Australia,"Minister for Industry, Science and Technology","Other Ministers in Cabinet ($150,148.00)",357248,23/8/1960,F,,Karen_Andrews,230886
Karen McNamara,Representative,,Dobell,775,New South Wales,Liberal Party of Australia,"","",0,23/4/1964,F,Post Retirement Traveller,Karen_McNamara,241589
Kate Ellis,Representative,Current,Adelaide,86,South Australia,Australian Labor Party,"","",207100,22/9/1977,F,,Kate_Ellis,DZU
Kate Lundy,Senator,,,0,Australian Capital Territory,Australian Labor Party,"","",0,15/12/1967,F,Life Gold Pass Holder,Kate_Lundy,7G6
Kathleen Parer,,,,0,,,"","",0,,,Surviving Spouse or De Facto Partner of Life Gold Pass Holder,,
Kathryn Sullivan,Representative,,Moncrieff,182,Queensland,Liberal Party of Australia,"","",0,8/3/1942,F,Life Gold Pass Holder,Kathy_Sullivan_(Australian_politician),3.00E+04
Katy Gallagher,Senator,,,0,Australian Capital Territory,Australian Labor Party,"","",0,18/3/1970,F,,Katy_Gallagher,ING
Kay Elson,Representative,,Forde,5202,Queensland,Liberal Party of Australia,"","",0,25/1/1947,F,Severance Traveller,Kay_Elson,6K6
Kay Hull,Representative,,Riverina,42201,New South Wales,The Nationals,"Chief Nationals Whip","",0,3/2/1954,F,Severance and Post-Retirement Traveller,Kay_Hull,83O
Kay Patterson,Senator,,,0,Victoria,Liberal Party of Australia,"","",0,21/11/1944,F,Life Gold Pass Holder,Kay_Patterson,LI4
Keith Pitt,Representative,Current,Hinkler,3818,Queensland,The Nationals,"","",207100,31/8/1969,M,,Keith_Pitt,148150
Kelly O'Dwyer,Representative,Current,Higgins,41,Victoria,Liberal Party of Australia,"Minister for Jobs, Industrial Relations and Women","Other Ministers in Cabinet ($150,148.00)",357248,31/3/1977,F,,Kelly_O'Dwyer,LKU
Kelvin Thomson,Representative,,Wills,57,Victoria,Australian Labor Party,"","",0,1/5/1955,M,Life Gold Pass Holder,Kelvin_Thomson,UK6
Ken Aldred,Representative,,Deakin,0,Victoria,Liberal Party of Australia,"","",0,,,Life Gold Pass Holder,Ken_Aldred,
Ken O'Dowd,Representative,Current,Flynn,132824,Queensland,The Nationals,"Deputy Nationals Whip|Chair of Joint Standing Committee on Trade and Investment Growth","Chair of a Joint Statutory Committee or Joint Standing Committee, Not Otherwise Specified ($22,781.00)",229881,30/6/1950,M,,Ken_O'Dowd,139441
Ken Wyatt,Representative,Current,Hasluck,1192,Western Australia,Liberal Party of Australia,"","",207100,4/8/1952,M,,Ken_Wyatt,M3A
Kenneth Wriedt,Senator,,,0,Tasmania,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Ken_Wriedt,
Keppel Enderby,Representative,,Canberra,0,Australian Capital Territory,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Kep_Enderby,
Kerry Bartlett,Representative,,Macquarie,4197,New South Wales,Liberal Party of Australia,"","",0,15/4/1949,M,Severance Traveller,Kerry_Bartlett,0K6
Kerry O'Brien,Senator,,,0,Tasmania,Australian Labor Party,"","",0,19/7/1951,,Severance and Post Retirement Traveller,Kerry_O'Brien_(politician),8O6
Kerry Rea,Representative,,Bonner,358,Queensland,Australian Labor Party,"","",0,16/4/1963,F,Severance Traveller,Kerry_Rea,HVR
Kerry Sibraa,Senator,,,0,New South Wales,Australian Labor Party,"","",0,,,Life Gold Pass Holder,Kerry_Sibraa,
Kevin Andrews,Representative,Current,Menzies,184,Victoria,Liberal Party of Australia,"Chair of Joint Standing Committee on the National Disability Insurance Scheme","Chair of a Joint Statutory Committee or Joint Standing Committee, Not Otherwise Specified ($22,781.00)",229881,9/11/1955,M,,Kevin_Andrews_(Australian_politician),HK5
Kevin Hogan,Representative,Current,Page,19342,New South Wales,The Nationals,"Deputy Speaker","Deputy Speaker in the House of Representatives ($41,420.00)",248520,11/8/1963,M,,Kevin_Hogan,218019
Kevin Rudd,Representative,,Griffith,60,Queensland,Australian Labor Party,"","",0,21/9/1957,M,Former Prime Minister,Kevin_Rudd,83T
